job,step,burst_length,emissions_per_profile,statistic,quantity,begin,mid,end,value,unit
burst-18,3,18,20,median,drift_end_minus_begin,24.3420402531,22.0688058024,23.6662137948,-0.675826458315,mm/s
burst-18,3,18,20,median,anchor_range,24.3420402531,22.0688058024,23.6662137948,2.2732344507,mm/s
burst-18,3,18,20,iqr,drift_mid_minus_begin,26.6275624576,25.6998370466,27.0944971015,-0.927725410959,mm/s
burst-18,3,18,20,iqr,drift_end_minus_mid,26.6275624576,25.6998370466,27.0944971015,1.39466005489,mm/s
burst-18,3,18,20,iqr,drift_end_minus_begin,26.6275624576,25.6998370466,27.0944971015,0.466934643927,mm/s
burst-18,3,18,20,iqr,anchor_range,26.6275624576,25.6998370466,27.0944971015,1.39466005489,mm/s
burst-18,3,18,20,rms,drift_mid_minus_begin,37.7855303526,35.2354338804,36.5341316345,-2.5500964722,mm/s
burst-18,3,18,20,rms,drift_end_minus_mid,37.7855303526,35.2354338804,36.5341316345,1.29869775406,mm/s
burst-18,3,18,20,rms,drift_end_minus_begin,37.7855303526,35.2354338804,36.5341316345,-1.25139871815,mm/s
burst-18,3,18,20,rms,anchor_range,37.7855303526,35.2354338804,36.5341316345,2.5500964722,mm/s
burst-18,3,18,20,zero_fraction,drift_mid_minus_begin,0.00708193725251,0.00948065793482,0.00974718245507,0.0023987206823,dimensionless
burst-18,3,18,20,zero_fraction,drift_end_minus_mid,0.00708193725251,0.00948065793482,0.00974718245507,0.000266524520256,dimensionless
burst-18,3,18,20,zero_fraction,drift_end_minus_begin,0.00708193725251,0.00948065793482,0.00974718245507,0.00266524520256,dimensionless
burst-18,3,18,20,zero_fraction,anchor_range,0.00708193725251,0.00948065793482,0.00974718245507,0.00266524520256,dimensionless
emissions-8,5,10,8,mean,drift_mid_minus_begin,18.6133961127,23.0683134713,21.2154757413,4.45491735861,mm/s
emissions-8,5,10,8,mean,drift_end_minus_mid,18.6133961127,23.0683134713,21.2154757413,-1.85283772997,mm/s
emissions-8,5,10,8,mean,drift_end_minus_begin,18.6133961127,23.0683134713,21.2154757413,2.60207962864,mm/s
emissions-8,5,10,8,mean,anchor_range,18.6133961127,23.0683134713,21.2154757413,4.45491735861,mm/s
emissions-8,5,10,8,median,drift_mid_minus_begin,18.2964653896,22.9289485676,21.2701018062,4.6324831779,mm/s
emissions-8,5,10,8,median,drift_end_minus_mid,18.2964653896,22.9289485676,21.2701018062,-1.65884676132,mm/s
emissions-8,5,10,8,median,drift_end_minus_begin,18.2964653896,22.9289485676,21.2701018062,2.97363641659,mm/s
emissions-8,5,10,8,median,anchor_range,18.2964653896,22.9289485676,21.2701018062,4.6324831779,mm/s
emissions-8,5,10,8,iqr,drift_mid_minus_begin,34.1722432832,29.7732274272,29.0298183231,-4.39901585594,mm/s
emissions-8,5,10,8,iqr,drift_end_minus_mid,34.1722432832,29.7732274272,29.0298183231,-0.743409104146,mm/s
emissions-8,5,10,8,iqr,drift_end_minus_begin,34.1722432832,29.7732274272,29.0298183231,-5.14242496009,mm/s
emissions-8,5,10,8,iqr,anchor_range,34.1722432832,29.7732274272,29.0298183231,5.14242496009,mm/s
emissions-8,5,10,8,rms,drift_mid_minus_begin,35.5082372532,36.5308916793,36.9839113252,1.02265442611,mm/s
emissions-8,5,10,8,rms,drift_end_minus_mid,35.5082372532,36.5308916793,36.9839113252,0.453019645824,mm/s
emissions-8,5,10,8,rms,drift_end_minus_begin,35.5082372532,36.5308916793,36.9839113252,1.47567407193,mm/s
emissions-8,5,10,8,rms,anchor_range,35.5082372532,36.5308916793,36.9839113252,1.47567407193,mm/s
emissions-8,5,10,8,zero_fraction,drift_mid_minus_begin,0.0104107465771,0.00955825368122,0.00855076207698,-0.000852492895893,dimensionless
emissions-8,5,10,8,zero_fraction,drift_end_minus_mid,0.0104107465771,0.00955825368122,0.00855076207698,-0.00100749160424,dimensionless
emissions-8,5,10,8,zero_fraction,drift_end_minus_begin,0.0104107465771,0.00955825368122,0.00855076207698,-0.00185998450013,dimensionless
emissions-8,5,10,8,zero_fraction,anchor_range,0.0104107465771,0.00955825368122,0.00855076207698,0.00185998450013,dimensionless
emissions-64,7,10,64,mean,drift_mid_minus_begin,24.7595241806,25.3939918579,25.0212633263,0.634467677274,mm/s
emissions-64,7,10,64,mean,drift_end_minus_mid,24.7595241806,25.3939918579,25.0212633263,-0.372728531555,mm/s
emissions-64,7,10,64,mean,drift_end_minus_begin,24.7595241806,25.3939918579,25.0212633263,0.261739145718,mm/s
emissions-64,7,10,64,mean,anchor_range,24.7595241806,25.3939918579,25.0212633263,0.634467677274,mm/s
emissions-64,7,10,64,median,drift_mid_minus_begin,24.5017810524,25.3004850485,24.5877953289,0.79870399619,mm/s
emissions-64,7,10,64,median,drift_end_minus_mid,24.5017810524,25.3004850485,24.5877953289,-0.712689719677,mm/s
emissions-64,7,10,64,median,drift_end_minus_begin,24.5017810524,25.3004850485,24.5877953289,0.0860142765128,mm/s
emissions-64,7,10,64,median,anchor_range,24.5017810524,25.3004850485,24.5877953289,0.79870399619,mm/s
emissions-64,7,10,64,iqr,drift_mid_minus_begin,26.9900511943,29.9083927189,24.9502840656,2.91834152454,mm/s
emissions-64,7,10,64,iqr,drift_end_minus_mid,26.9900511943,29.9083927189,24.9502840656,-4.95810865327,mm/s
emissions-64,7,10,64,iqr,drift_end_minus_begin,26.9900511943,29.9083927189,24.9502840656,-2.03976712873,mm/s
emissions-64,7,10,64,iqr,anchor_range,26.9900511943,29.9083927189,24.9502840656,4.95810865327,mm/s
emissions-64,7,10,64,rms,drift_mid_minus_begin,37.4081551916,38.7532868821,36.8756247415,1.34513169055,mm/s
emissions-64,7,10,64,rms,drift_end_minus_mid,37.4081551916,38.7532868821,36.8756247415,-1.87766214069,mm/s
emissions-64,7,10,64,rms,drift_end_minus_begin,37.4081551916,38.7532868821,36.8756247415,-0.532530450133,mm/s
emissions-64,7,10,64,rms,anchor_range,37.4081551916,38.7532868821,36.8756247415,1.87766214069,mm/s
emissions-64,7,10,64,zero_fraction,drift_mid_minus_begin,0.00688568110171,0.00738344118135,0.00580720092915,0.000497760079642,dimensionless
emissions-64,7,10,64,zero_fraction,drift_end_minus_mid,0.00688568110171,0.00738344118135,0.00580720092915,-0.0015762402522,dimensionless
emissions-64,7,10,64,zero_fraction,drift_end_minus_begin,0.00688568110171,0.00738344118135,0.00580720092915,-0.00107848017256,dimensionless
emissions-64,7,10,64,zero_fraction,anchor_range,0.00688568110171,0.00738344118135,0.00580720092915,0.0015762402522,dimensionless
emissions-128,9,10,128,mean,drift_mid_minus_begin,26.4452050681,25.1053056551,24.855276578,-1.33989941301,mm/s
emissions-128,9,10,128,mean,drift_end_minus_mid,26.4452050681,25.1053056551,24.855276578,-0.250029077068,mm/s
emissions-128,9,10,128,mean,drift_end_minus_begin,26.4452050681,25.1053056551,24.855276578,-1.58992849007,mm/s
emissions-128,9,10,128,mean,anchor_range,26.4452050681,25.1053056551,24.855276578,1.58992849007,mm/s
emissions-128,9,10,128,median,drift_mid_minus_begin,26.1360523061,25.447938094,24.9564279425,-0.688114212102,mm/s
emissions-128,9,10,128,median,drift_end_minus_mid,26.1360523061,25.447938094,24.9564279425,-0.491510151502,mm/s
emissions-128,9,10,128,median,drift_end_minus_begin,26.1360523061,25.447938094,24.9564279425,-1.1796243636,mm/s
emissions-128,9,10,128,median,anchor_range,26.1360523061,25.447938094,24.9564279425,1.1796243636,mm/s
emissions-128,9,10,128,iqr,drift_mid_minus_begin,24.5017810524,24.292889238,23.2422862891,-0.208891814388,mm/s
emissions-128,9,10,128,iqr,drift_end_minus_mid,24.5017810524,24.292889238,23.2422862891,-1.05060294883,mm/s
emissions-128,9,10,128,iqr,drift_end_minus_begin,24.5017810524,24.292889238,23.2422862891,-1.25949476322,mm/s
emissions-128,9,10,128,iqr,anchor_range,24.5017810524,24.292889238,23.2422862891,1.25949476322,mm/s
emissions-128,9,10,128,rms,drift_mid_minus_begin,38.5326771353,35.4233101197,36.0961012816,-3.10936701562,mm/s
emissions-128,9,10,128,rms,drift_end_minus_mid,38.5326771353,35.4233101197,36.0961012816,0.672791161891,mm/s
emissions-128,9,10,128,rms,drift_end_minus_begin,38.5326771353,35.4233101197,36.0961012816,-2.43657585373,mm/s
emissions-128,9,10,128,rms,anchor_range,38.5326771353,35.4233101197,36.0961012816,3.10936701562,mm/s
emissions-128,9,10,128,zero_fraction,drift_mid_minus_begin,0.00606329488317,0.0075421472937,0.00621118012422,0.00147885241053,dimensionless
emissions-128,9,10,128,zero_fraction,drift_end_minus_mid,0.00606329488317,0.0075421472937,0.00621118012422,-0.00133096716948,dimensionless
emissions-128,9,10,128,zero_fraction,drift_end_minus_begin,0.00606329488317,0.0075421472937,0.00621118012422,0.000147885241053,dimensionless
emissions-128,9,10,128,zero_fraction,anchor_range,0.00606329488317,0.0075421472937,0.00621118012422,0.00147885241053,dimensionless
