level,label,job,evidence,burst_length,emissions_per_profile,gates,resolution_mm,supported_gates,profiles_full,profiles_window,statistic,value,unit
E8,e8,emissions-8,"one scientific recording, bracketed by its job's three block-local anchor controls",10,8,50,1.85,49,826,790,mean,26.0420743208,mm/s
E8,e8,emissions-8,"one scientific recording, bracketed by its job's three block-local anchor controls",10,8,50,1.85,49,826,790,median,25.7059809235,mm/s
E8,e8,emissions-8,"one scientific recording, bracketed by its job's three block-local anchor controls",10,8,50,1.85,49,826,790,iqr,28.2618337113,mm/s
E8,e8,emissions-8,"one scientific recording, bracketed by its job's three block-local anchor controls",10,8,50,1.85,49,826,790,rms,40.3408652423,mm/s
E8,e8,emissions-8,"one scientific recording, bracketed by its job's three block-local anchor controls",10,8,50,1.85,49,826,790,zero_fraction,0.00852492895893,dimensionless
E20,cr1,common-reference-1,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,560,536,mean,21.0189364508,mm/s
E20,cr1,common-reference-1,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,560,536,median,20.9260447002,mm/s
E20,cr1,common-reference-1,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,560,536,iqr,26.9716195637,mm/s
E20,cr1,common-reference-1,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,560,536,rms,34.6580152579,mm/s
E20,cr1,common-reference-1,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,560,536,zero_fraction,0.00902375875723,dimensionless
E20,cr2,common-reference-2,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,562,536,mean,23.3628254858,mm/s
E20,cr2,common-reference-2,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,562,536,median,23.481897488,mm/s
E20,cr2,common-reference-2,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,562,536,iqr,25.619966647,mm/s
E20,cr2,common-reference-2,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,562,536,rms,35.2832701656,mm/s
E20,cr2,common-reference-2,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,562,536,zero_fraction,0.00849070971672,dimensionless
E20,cr3,common-reference-3,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,561,536,mean,22.5966748672,mm/s
E20,cr3,common-reference-3,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,561,536,median,22.1056690638,mm/s
E20,cr3,common-reference-3,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,561,536,iqr,24.34818413,mm/s
E20,cr3,common-reference-3,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,561,536,rms,34.6885799074,mm/s
E20,cr3,common-reference-3,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,561,536,zero_fraction,0.00772921108742,dimensionless
E20,cr4,common-reference-4,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,560,536,mean,21.2683595128,mm/s
E20,cr4,common-reference-4,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,560,536,median,20.3976712873,mm/s
E20,cr4,common-reference-4,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,560,536,iqr,29.6933570276,mm/s
E20,cr4,common-reference-4,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,560,536,rms,36.1747961385,mm/s
E20,cr4,common-reference-4,"four runs of the common-reference condition, one per reference job: the only level of this ladder observed in more than one run",10,20,50,1.85,49,560,536,zero_fraction,0.00940450807189,dimensionless
E64,e64,emissions-64,"one scientific recording, bracketed by its job's three block-local anchor controls",10,64,50,1.85,49,257,246,mean,23.3224563901,mm/s
E64,e64,emissions-64,"one scientific recording, bracketed by its job's three block-local anchor controls",10,64,50,1.85,49,257,246,median,22.6586179842,mm/s
E64,e64,emissions-64,"one scientific recording, bracketed by its job's three block-local anchor controls",10,64,50,1.85,49,257,246,iqr,26.1114767985,mm/s
